"","placelist...1.","X","positions","X.1","day1$testing_rate_final","day2$testing_rate_final","day3$testing_rate_final","day4$testing_rate_final","day5$testing_rate_final","day6$testing_rate_final","Population","diff1","diff2","diff3","diff4","diff5","change1","change2","change3","change4","average"
"1","City of Agoura Hills, CA",1,34.123286,-118.758541,26802,27506,27697,27870,28162,28382,20883,0.0337116314705741,0.00914619546999952,0.00828425034717234,0.0139826653258631,0.0105348848345544,0.271306818181818,0.905759162303665,1.6878612716763,0.753424657534247,-0.0954120225759924
"2","City of Alhambra, CA",2,34.090728,-118.127527,25555,26108,26300,26541,26768,26993,86724,0.00637655089709884,0.0022139200221392,0.00277893086112264,0.00261749919284166,0.00259443752594438,0.347197106690778,1.25520833333333,0.941908713692946,0.991189427312775,-0.116124104742542
"3","City of Arcadia, CA",3,34.136258,-118.026704,19581,20089,20284,20534,20695,20868,57754,0.0087959275548014,0.00337638951414621,0.00432870450531565,0.00278768570142328,0.00299546351767843,0.383858267716535,1.28205128205128,0.644,1.07453416149068,-0.153889072185375
"4","City of Artesia, CA",4,33.865395,-118.073148,30491,31110,31366,31450,31783,32010,16795,0.0368562072045252,0.0152426317356356,0.00500148853825543,0.0198273295623698,0.0135159273593331,0.413570274636511,0.328125,3.96428571428571,0.681681681681682,0.346915667650977
"5","City of Avalon, CA",5,33.34281,-118.32785,1732,1732,1732,1706,1706,1706,3869,0,0,-0.00672008270871026,0,0,NA,-Inf,0,NA,NA
"6","City of Azusa, CA",6,34.13529,-117.91506,23549,23949,24123,24261,24548,24798,50040,0.00799360511590727,0.00347721822541966,0.00275779376498801,0.00573541167066347,0.00499600319744205,0.435,0.793103448275862,2.07971014492754,0.871080139372822,0.0447234331440551
"7","City of Baldwin Park, CA",7,34.08529,-117.9609,25519,25960,26176,26211,26465,26646,76769,0.00574450624601076,0.0028136357123318,0.000455913194127838,0.00330862718024202,0.00235772251820396,0.489795918367347,0.162037037037037,7.25714285714286,0.71259842519685,1.15539355943602
"8","City of Bell, CA",8,33.976663,-118.168903,28083,28595,28798,28952,29343,29696,36332,0.0140922602664318,0.00558736100407354,0.00423868765826269,0.010761862820654,0.00971595287900473,0.396484375,0.758620689655172,2.53896103896104,0.902813299232737,0.149219850712237
"9","City of Bell Gardens, CA",9,33.9653,-118.1515,27585,28225,28460,28597,29015,29291,43071,0.0148591859952172,0.00545610735761882,0.00318079450210118,0.00970490585312623,0.00640802396043742,0.3671875,0.582978723404255,3.05109489051095,0.660287081339713,0.165387048813729
"10","City of Bellflower, CA",10,33.888014,-118.12965,27093,27639,27856,27948,28260,28538,77735,0.00702386312471859,0.00279153534443944,0.00118350807229691,0.00401363607126777,0.003576252653245,0.397435897435897,0.423963133640553,3.39130434782609,0.891025641025641,0.275932254982045
"11","City of Beverly Hills, CA",11,34.0736,-118.4004,51695,52677,52943,53265,53751,54282,34520,0.0284472769409038,0.00770567786790266,0.0093279258400927,0.0140787949015064,0.0153823870220162,0.270875763747454,1.21052631578947,1.50931677018634,1.09259259259259,0.020827860578964
"12","City of Bradbury, CA",12,34.147,-117.9709,5426,5426,5426,4490,4490,4677,1069,0,0,-0.875584658559401,0,0.174929840972872,NA,-Inf,0,Inf,NA
"13","City of Burbank, CA",13,34.200993,-118.292773,29409,30253,30492,30764,31107,31473,107180,0.00787460347079679,0.00222989363687255,0.00253778690054115,0.00320022392237358,0.00341481619705169,0.283175355450237,1.13807531380753,1.26102941176471,1.06705539358601,-0.06266613134788
"14","City of Calabasas, CA",14,34.12331,-118.671028,27340,28245,28442,28734,29022,29363,24323,0.0372075813016486,0.00809932985240308,0.0120050980553386,0.0118406446573202,0.0140196521810632,0.21767955801105,1.48223350253807,0.986301369863014,1.18402777777778,-0.032439447952522
"15","City of Carson, CA",15,33.813317,-118.261154,22995,23575,23751,23829,24126,24374,93846,0.0061803380005541,0.00187541291051297,0.000831148903522793,0.00316475928649063,0.00264262728299555,0.303448275862069,0.443181818181818,3.80769230769231,0.835016835016835,0.347334809188258
"16","City of Cerritos, CA",16,33.866914,-118.068648,21150,21711,21915,22072,22324,22548,50067,0.0112049853196716,0.00407454011624423,0.00313579803063894,0.00503325543771346,0.00447400483352308,0.363636363636364,0.769607843137255,1.60509554140127,0.888888888888889,-0.0931928407340547
"17","City of Claremont, CA",17,34.09668,-117.71978,21308,21864,22119,22352,22558,22725,36484,0.0152395570661112,0.00698936520118408,0.00638636114461134,0.00564631071154479,0.0045773489748931,0.45863309352518,0.913725490196078,0.88412017167382,0.810679611650486,-0.233210408238609
"18","City of Commerce, CA",18,34,-118.1598,31846,32581,32788,32994,33308,33690,13069,0.0562399571505088,0.0158390083403474,0.0157624913918433,0.0240263218302854,0.0292294743285638,0.281632653061225,0.995169082125604,1.52427184466019,1.21656050955414,0.00440852235029066
"19","City of Compton, CA",19,33.874815,-118.240208,27633,28089,28314,28463,28763,28992,99904,0.00456438180653427,0.00225216207559257,0.00149143177450352,0.00300288276745676,0.00229220051249199,0.493421052631579,0.662222222222222,2.01342281879195,0.763333333333333,-0.0169001432552298
"20","City of Covina, CA",20,34.097345,-117.906736,25441,26071,26297,26344,26554,26944,49032,0.012848751835536,0.00460923478544624,0.000958557676619351,0.00428291727851199,0.00795398923152227,0.358730158730159,0.207964601769911,4.46808510638298,1.85714285714286,0.722980681006476
"21","City of Cudahy, CA",21,33.96057,-118.185349,27457,27995,28242,28398,28747,29170,24347,0.0220971782971208,0.010144987062061,0.00640736024972276,0.014334414917649,0.0173738037540559,0.45910780669145,0.631578947368421,2.23717948717949,1.21203438395415,0.134975156298378
"22","City of Culver City, CA",22,33.998214,-118.394059,33300,34341,34587,34971,35412,35690,39865,0.0261131318198921,0.00617082653957105,0.00963250972030603,0.011062335381914,0.00697353568292989,0.236311239193084,1.5609756097561,1.1484375,0.630385487528345,-0.105972540880619
"23","City of Diamond Bar, CA",23,34.02862,-117.81034,18293,18719,18950,19167,19398,19558,57515,0.00740676345301226,0.0040163435625489,0.0037729288011823,0.0040163435625489,0.00278188298704686,0.542253521126761,0.939393939393939,1.06451612903226,0.692640692640693,-0.190298929451587
"24","City of Downey, CA",24,33.9401,-118.1332,28952,29534,29799,29959,30259,30451,114263,0.0050935123355767,0.00231921094317496,0.00140027830531318,0.00262552182246221,0.00168033396637582,0.4553264604811,0.60377358490566,1.875,0.64,-0.10647498865331
"25","City of Duarte, CA",25,34.1395,-117.9773,25531,25963,26108,26344,26585,26803,22016,0.0196220930232558,0.00658611918604651,0.010719476744186,0.0109465843023256,0.00990188953488372,0.335648148148148,1.62758620689655,1.02118644067797,0.904564315352697,-0.0277537222311593
"26","City of El Monte, CA",26,34.078573,-118.043456,24762,25176,25437,25552,25730,25859,117269,0.00353034476289556,0.00222565213312981,0.000980651323026546,0.00151787769998891,0.00110003496235152,0.630434782608696,0.440613026819923,1.54782608695652,0.724719101123595,-0.164101750622816
"27","City of El Segundo, CA",27,33.91918,-118.41647,27916,30245,30448,30704,30948,31133,16786,0.138746574526391,0.01209341117598,0.0152508042416299,0.0145359227928035,0.0110210890027404,0.0871618720480893,1.26108374384236,0.953125,0.758196721311475,-0.235108165699518
"28","City of Gardena, CA",28,33.888315,-118.295256,24856,25446,25640,25836,26120,26322,61310,0.00962322622736911,0.00316424726798238,0.00319686837383787,0.00463219703147937,0.00329473169140434,0.328813559322034,1.01030927835052,1.44897959183673,0.711267605633803,-0.125157491214228
"29","City of Glendale, CA",29,34.17051,-118.289463,24530,25126,25302,25454,25743,26043,206493,0.00288629638777101,0.000852329134643789,0.000736102434465091,0.0013995631813185,0.00145283375223373,0.295302013422819,0.863636363636364,1.90131578947368,1.03806228373702,0.0245791125674727
"30","City of Glendora, CA",30,34.119363,-117.855059,20959,21513,21706,21797,22068,22383,52764,0.0104995830490486,0.0036577969827913,0.00172466075354408,0.00513607762868623,0.00596997953149875,0.348375451263538,0.471502590673575,2.97802197802198,1.16236162361624,0.240065410893832
"31","City of Hawaiian Gardens, CA",31,33.830967,-118.072796,22104,22554,22670,22738,22949,23119,14676,0.0306623058053966,0.00790406105205778,0.00463341509948215,0.0143772144998637,0.0115835377487054,0.257777777777778,0.586206896551724,3.10294117647059,0.805687203791469,0.18815326364789
"32","City of Hawthorne, CA",32,33.914775,-118.348083,24712,25229,25424,25576,25821,26034,88787,0.00582292452723935,0.00219626747158931,0.00171196233682859,0.00275941297712503,0.00239899985358217,0.377176015473888,0.779487179487179,1.61184210526316,0.869387755102041,-0.0905267361684335
"33","City of Hermosa Beach, CA",33,33.86224,-118.39952,30336,31210,31479,31800,32156,32328,19670,0.0444331469242501,0.0136756481952211,0.0163192679206914,0.0180986273512964,0.00874428063040163,0.307780320366133,1.19330855018587,1.10903426791277,0.48314606741573,-0.226682698529873
"34","City of Hidden Hills, CA",34,34.160283,-118.65231,31746,32857,33016,33439,33862,34233,1890,0.587830687830688,0.0841269841269841,0.223809523809524,0.223809523809524,0.196296296296296,0.143114311431143,2.66037735849057,1,0.877068557919622,0.170140056960333
"35","City of Huntington Park, CA",35,33.977987,-118.213137,27500,28039,28245,28362,28719,29070,59484,0.00906126017080223,0.00346311613206913,0.00196691547306839,0.00600161387936252,0.00590074641920516,0.382189239332096,0.567961165048544,3.05128205128205,0.983193277310924,0.246156433243404
"36","City of Industry, CA",36,34.0197,-117.9587,95881,99085,100229,104577,120595,128375,437,7.33180778032037,2.61784897025172,9.94965675057208,36.6544622425629,17.8032036613272,0.35705368289638,3.8006993006993,3.68399264029439,0.485703583468598,1.08186230183967
"37","City of Inglewood, CA",37,33.956526,-118.358654,26369,26971,27157,27346,27681,27962,113582,0.0053001355848638,0.00163758341990808,0.00166399605571305,0.00294941099822155,0.00247398355373211,0.308970099667774,1.01612903225806,1.77248677248677,0.838805970149254,-0.0159020313595338
"38","City of Irwindale, CA",38,34.106953,-117.935341,31186,31803,32077,31597,32214,32557,1459,0.422892392049349,0.187799862919808,-0.328992460589445,0.422892392049349,0.235092529129541,0.444084278768233,-1.75182481751825,-1.28541666666667,0.555915721231767,-1.50931037104623
"39","City of La Canada Flintridge, CA",39,34.222261,-118.205369,26545,27251,27478,27787,28067,28372,20693,0.0341178176194848,0.0109698932005992,0.0149325858986131,0.013531145798096,0.0147392838157831,0.321529745042493,1.36123348017621,0.906148867313916,1.08928571428571,-0.0804505482954163
"40","City of La Habra Heights, CA",40,33.960846,-117.950619,2200,2273,2273,1705,1705,1705,5455,0.0133822181484876,0,-0.104124656278643,0,0,0,-Inf,0,NA,NA
